customer_id,account_age_months,service_type,plan_name,monthly_cost_usd,last_payment_date,payment_status,tech_support_calls,device_count,streaming_hours,satisfaction_score,is_autopay,data_overage_count,upgrade_eligibility,churn_risk_score
C259,6,Internet,Home 100 Mbps,110.69,2025-04-27,Late,4,4,52.7,7,False,1,True,0.25
C260,6,5G Wireless,5G Max,52.34,2025-04-12,On Time,4,3,0.0,1,False,1,True,0.19
C261,42,Internet,Home 500 Mbps,34.91,2025-04-03,Late,1,4,57.9,4,False,0,True,0.22
C262,9,5G Wireless,5G Unlimited,64.82,2025-04-05,On Time,2,5,0.0,3,False,0,True,0.55
C263,17,Satellite TV,America's Top 200,49.42,2025-04-02,On Time,3,5,0.0,5,False,0,False,0.43
C264,41,Internet,Home 100 Mbps,78.29,2025-04-12,On Time,0,3,11.9,4,True,2,False,0.34
C265,45,Satellite TV,America's Top 120,69.37,2025-04-01,Late,0,2,0.0,2,False,0,True,0.28
C266,39,Internet,Gigabit Fiber,34.95,2025-04-10,Late,5,2,17.9,3,True,1,False,0.2
C267,34,5G Wireless,5G Max,100.47,2025-04-08,On Time,2,2,0.0,5,True,0,False,0.2
C268,34,Internet,Home 500 Mbps,35.75,2025-04-09,Missed,5,1,74.4,9,False,0,False,0.42
C269,11,Sling TV,Orange + Sports,52.96,2025-04-28,Late,5,1,34.3,9,True,0,True,0.09
C270,3,Satellite TV,America's Top 200,72.46,2025-04-19,Missed,1,1,0.0,9,False,0,True,0.07
C271,27,5G Wireless,5G Basic,112.43,2025-04-21,On Time,0,5,0.0,6,True,0,True,0.37
C272,26,Sling TV,Orange,36.2,2025-04-17,Late,2,3,13.0,8,True,0,False,0.18
C273,37,Sling TV,Orange + Sports,100.61,2025-04-08,On Time,3,3,88.8,8,True,0,True,0.47
C274,60,Sling TV,Orange,66.9,2025-04-24,On Time,5,1,142.6,1,False,0,False,0.44
C275,34,Satellite TV,America's Top 200,118.48,2025-04-18,On Time,0,2,0.0,5,True,0,True,0.27
C276,45,Sling TV,Blue + Sports,110.6,2025-04-17,Missed,0,5,14.3,3,False,0,True,0.44
C277,43,Satellite TV,America's Top 120,116.78,2025-04-24,On Time,2,4,0.0,6,False,0,False,0.45
C278,5,5G Wireless,5G Basic,114.92,2025-04-27,Late,4,1,0.0,3,True,1,False,0.51
C279,27,Internet,Home 500 Mbps,40.87,2025-04-20,Missed,1,4,46.2,5,True,0,True,0.2
C280,45,5G Wireless,5G Max,84.3,2025-04-25,Late,2,2,0.0,2,True,2,False,0.06
C281,20,Satellite TV,America's Everything Pack,53.42,2025-04-26,On Time,3,4,0.0,9,True,0,True,0.01
C282,52,Internet,Home 100 Mbps,101.44,2025-04-28,On Time,1,2,29.7,7,False,0,False,0.44
C283,5,Satellite TV,America's Top 200,47.8,2025-04-11,On Time,1,1,0.0,6,True,0,True,0.26
C284,11,Internet,Home 100 Mbps,113.17,2025-04-18,Late,3,4,4.4,7,True,2,True,0.12
C285,18,Sling TV,Orange + Sports,70.14,2025-04-27,On Time,4,5,36.9,5,False,0,False,0.29
C286,6,Internet,Home 100 Mbps,55.18,2025-04-27,On Time,5,5,37.4,9,True,3,False,0.25
C287,51,Internet,Gigabit Fiber,73.62,2025-04-02,On Time,2,4,40.6,1,False,1,True,0.27
C288,52,5G Wireless,5G Basic,119.24,2025-04-15,On Time,4,2,0.0,3,True,1,True,0.23
C289,53,5G Wireless,5G Max,101.21,2025-04-08,On Time,1,5,0.0,7,False,1,True,0.4
C290,52,Sling TV,Orange + Sports,96.43,2025-04-20,Missed,0,3,142.1,10,True,0,True,0.12
C291,20,Internet,Gigabit Fiber,45.8,2025-04-30,On Time,1,5,32.8,9,False,0,False,0.24
C292,22,Sling TV,Blue,94.52,2025-04-02,Late,2,1,3.3,10,True,0,True,0.17
C293,24,5G Wireless,5G Basic,93.41,2025-04-10,On Time,0,3,0.0,5,False,1,True,0.36
C294,32,Internet,Gigabit Fiber,88.43,2025-04-26,Late,4,5,118.0,4,True,3,False,0.16
C295,12,5G Wireless,5G Basic,95.59,2025-04-01,Late,4,4,0.0,10,True,1,False,0.1
C296,60,Sling TV,Orange,74.66,2025-04-21,Late,1,3,147.4,3,True,0,False,0.33
C297,17,Internet,Home 100 Mbps,48.87,2025-04-09,On Time,2,1,108.1,1,False,3,False,0.31
C298,32,Sling TV,Blue + Sports,109.36,2025-04-20,On Time,0,4,118.3,10,True,0,True,0.08
C299,52,Internet,Home 100 Mbps,106.12,2025-04-22,On Time,2,1,11.1,3,False,1,True,0.47
C300,39,Satellite TV,America's Top 120,118.67,2025-04-03,On Time,0,4,0.0,3,False,0,True,0.32
C301,22,Satellite TV,America's Top 200,48.5,2025-04-25,On Time,4,5,0.0,5,False,0,False,0.21
C302,4,Sling TV,Orange,65.36,2025-04-14,Late,1,1,54.1,7,True,0,False,0.04
C303,7,Internet,Home 100 Mbps,32.32,2025-04-26,On Time,0,4,126.6,5,False,3,False,0.42
C304,42,5G Wireless,5G Basic,78.97,2025-04-26,On Time,3,3,0.0,3,False,0,False,0.31
C305,17,Internet,Home 500 Mbps,50.36,2025-04-23,On Time,1,1,12.9,6,False,1,True,0.36
C306,27,Internet,Gigabit Fiber,116.91,2025-04-10,Late,3,5,132.2,8,False,0,False,0.32
C307,37,Satellite TV,America's Everything Pack,111.04,2025-04-06,On Time,4,2,0.0,2,False,0,True,0.06
C308,52,Sling TV,Blue,47.35,2025-04-30,On Time,5,4,30.3,3,False,0,False,0.22
C309,25,Satellite TV,America's Top 200,80.07,2025-04-14,On Time,2,5,0.0,8,True,0,False,0.42
C310,10,Satellite TV,America's Top 120,43.34,2025-04-13,On Time,0,1,0.0,10,True,0,False,0.09
C311,17,5G Wireless,5G Unlimited,64.47,2025-04-16,On Time,3,1,0.0,3,False,3,True,0.24
C312,26,Internet,Home 100 Mbps,110.06,2025-04-21,On Time,0,4,138.1,6,True,2,False,0.11
C313,54,5G Wireless,5G Unlimited,74.25,2025-04-09,On Time,1,2,0.0,5,False,2,False,0.39
C314,42,Internet,Gigabit Fiber,38.04,2025-04-17,On Time,3,4,113.9,6,True,1,True,0.26
C315,33,5G Wireless,5G Max,66.3,2025-04-07,Late,4,1,0.0,3,True,1,True,0.38
C316,30,Sling TV,Orange,34.55,2025-04-20,Late,2,3,123.5,9,False,0,True,0.37
C317,24,Satellite TV,America's Top 200,73.99,2025-04-17,On Time,3,5,0.0,9,False,0,False,0.58
C318,48,Sling TV,Orange + Sports,104.78,2025-04-29,On Time,3,1,24.4,10,True,0,True,0.56
C319,18,Sling TV,Blue,88.64,2025-04-15,On Time,5,1,71.1,3,True,0,True,0.09
C320,39,Sling TV,Orange + Sports,102.46,2025-04-22,Late,5,3,63.6,7,False,0,False,0.34
C321,30,5G Wireless,5G Basic,57.19,2025-04-15,Late,3,5,0.0,2,True,2,False,0.61
C322,7,5G Wireless,5G Max,73.36,2025-04-21,Missed,5,3,0.0,5,False,2,True,0.31
C323,58,Sling TV,Blue,35.11,2025-04-04,Late,4,4,99.1,3,True,0,False,0.65
C324,59,5G Wireless,5G Unlimited,67.67,2025-04-19,Late,4,5,0.0,4,False,1,False,0.23
C325,20,5G Wireless,5G Max,106.09,2025-04-05,On Time,4,2,0.0,5,True,3,True,0.45
C326,52,5G Wireless,5G Max,80.31,2025-04-02,On Time,5,3,0.0,2,True,2,True,0.6
C327,51,5G Wireless,5G Unlimited,109.82,2025-04-20,On Time,2,4,0.0,2,False,0,True,0.14
C328,33,Internet,Home 100 Mbps,40.78,2025-04-10,On Time,2,4,8.1,3,True,1,False,0.24
C329,58,Internet,Gigabit Fiber,111.6,2025-04-17,On Time,5,2,116.8,8,False,1,False,0.6
C330,29,Satellite TV,America's Top 200,54.62,2025-04-07,Late,4,2,0.0,8,True,0,True,0.29
C331,28,Internet,Gigabit Fiber,66.31,2025-04-01,On Time,0,1,80.1,6,True,2,True,0.4
C332,1,Satellite TV,America's Everything Pack,86.4,2025-04-24,On Time,2,3,0.0,3,True,0,False,0.45
C333,5,5G Wireless,5G Basic,104.15,2025-04-22,Missed,3,5,0.0,10,False,3,True,0.18
C334,23,5G Wireless,5G Unlimited,97.51,2025-04-26,Missed,3,1,0.0,4,True,1,True,0.41
C335,33,Satellite TV,America's Everything Pack,45.21,2025-04-20,Late,0,4,0.0,5,True,0,True,0.35
C336,54,Satellite TV,America's Everything Pack,31.78,2025-04-09,On Time,3,4,0.0,2,False,0,False,0.18
C337,45,Sling TV,Blue,91.72,2025-05-01,On Time,5,1,99.4,5,True,0,False,0.21
C338,47,Satellite TV,America's Everything Pack,85.59,2025-04-22,On Time,0,4,0.0,4,True,0,False,0.61
C339,46,Sling TV,Orange + Sports,66.88,2025-04-26,On Time,3,2,103.2,8,False,0,True,0.14
C340,43,Satellite TV,America's Top 200,38.01,2025-04-28,Late,5,4,0.0,3,True,0,True,0.44
C341,42,Satellite TV,America's Top 120,50.8,2025-04-22,On Time,0,1,0.0,3,True,0,False,0.31
C342,21,5G Wireless,5G Max,68.34,2025-04-28,On Time,0,1,0.0,3,True,2,False,0.46
C343,18,Internet,Gigabit Fiber,109.06,2025-04-29,On Time,2,2,17.1,7,False,2,False,0.43
C344,42,Internet,Home 500 Mbps,109.75,2025-04-26,On Time,5,1,147.2,3,True,3,False,0.28
C345,40,Internet,Home 100 Mbps,64.18,2025-04-20,On Time,5,2,72.5,8,True,3,False,0.19
C346,17,Satellite TV,America's Top 200,88.95,2025-05-01,Late,5,5,0.0,10,True,0,False,0.56
C347,43,Satellite TV,America's Top 120,95.4,2025-04-16,On Time,5,4,0.0,3,True,0,True,0.5
C348,55,Sling TV,Blue + Sports,74.63,2025-04-26,On Time,3,3,36.1,5,True,0,True,0.32
C349,53,Internet,Home 500 Mbps,51.15,2025-04-17,On Time,4,4,13.2,8,False,2,True,0.29
C350,42,Internet,Gigabit Fiber,31.6,2025-04-19,On Time,4,5,0.0,2,False,1,False,0.13
C351,53,5G Wireless,5G Unlimited,34.88,2025-04-24,Late,2,5,0.0,10,False,2,False,0.44
C352,49,Satellite TV,America's Top 200,89.3,2025-05-01,On Time,5,3,0.0,9,False,0,True,0.58
C353,32,Satellite TV,America's Top 200,42.64,2025-04-09,Late,3,1,0.0,5,True,0,True,0.12
C354,14,Satellite TV,America's Top 120,71.13,2025-04-06,On Time,2,1,0.0,7,True,0,True,0.14
C355,43,Internet,Home 500 Mbps,83.04,2025-04-15,On Time,3,1,79.6,1,False,3,True,0.19
C356,7,Sling TV,Blue,64.87,2025-04-12,On Time,2,5,132.2,7,True,0,False,0.19
C357,19,Internet,Home 500 Mbps,70.76,2025-04-27,On Time,4,5,44.8,9,False,1,True,0.28
C358,44,Sling TV,Orange + Sports,61.08,2025-04-10,On Time,5,2,75.6,6,True,0,False,0.26
C359,37,Internet,Gigabit Fiber,114.84,2025-04-09,On Time,5,5,42.9,7,True,0,True,0.12
C360,4,Internet,Home 100 Mbps,90.32,2025-04-25,On Time,1,3,102.5,3,True,2,True,0.59
C361,53,Satellite TV,America's Top 120,70.73,2025-04-12,Late,5,5,0.0,4,False,0,True,0.14
C362,43,5G Wireless,5G Max,34.23,2025-04-19,On Time,5,3,0.0,9,True,0,False,0.27
C363,54,Sling TV,Blue + Sports,50.3,2025-04-11,Late,5,3,113.3,9,True,0,True,0.17
C364,12,5G Wireless,5G Unlimited,118.51,2025-04-29,On Time,1,5,0.0,2,False,0,False,0.51
C365,17,5G Wireless,5G Max,41.71,2025-04-13,Late,0,3,0.0,8,True,0,True,0.22
C366,4,5G Wireless,5G Max,99.63,2025-04-11,On Time,5,3,0.0,8,False,0,False,0.3
C367,34,Sling TV,Blue,36.14,2025-04-15,On Time,4,5,60.5,6,True,0,True,0.6
C368,24,5G Wireless,5G Unlimited,56.42,2025-04-01,Late,4,4,0.0,9,True,0,False,0.23
C369,58,Internet,Home 100 Mbps,87.8,2025-04-02,On Time,0,3,57.2,2,False,2,False,0.33
C370,53,Satellite TV,America's Everything Pack,99.34,2025-04-15,Late,3,4,0.0,1,False,0,True,0.16
C371,6,5G Wireless,5G Max,115.34,2025-04-26,Missed,4,5,0.0,1,True,1,True,0.26
C372,14,Internet,Home 100 Mbps,78.4,2025-04-09,Late,5,4,97.0,2,True,0,False,0.39
C373,6,5G Wireless,5G Basic,36.59,2025-04-26,Late,4,1,0.0,10,True,2,False,0.12
C374,41,Internet,Home 500 Mbps,66.4,2025-04-21,On Time,5,1,80.2,10,True,0,True,0.23
C375,7,5G Wireless,5G Max,56.09,2025-04-10,On Time,0,3,0.0,8,False,3,True,0.34
C376,35,Internet,Home 100 Mbps,49.79,2025-04-08,On Time,4,3,144.0,3,False,2,True,0.07
C377,3,Sling TV,Orange,30.45,2025-04-12,On Time,4,1,45.7,6,True,0,False,0.38
C378,12,Sling TV,Blue,49.87,2025-04-05,On Time,0,2,100.6,10,True,0,False,0.32
C379,43,Satellite TV,America's Top 120,36.06,2025-04-28,On Time,4,4,0.0,6,False,0,True,0.2
C380,19,Sling TV,Orange,85.76,2025-04-03,On Time,3,4,49.3,5,True,0,False,0.29
C381,11,5G Wireless,5G Unlimited,30.43,2025-04-24,Late,5,4,0.0,5,False,1,False,0.6
C382,29,Internet,Home 500 Mbps,62.29,2025-04-22,On Time,0,2,96.8,2,False,1,True,0.1
C383,57,5G Wireless,5G Max,86.4,2025-04-08,On Time,0,5,0.0,1,False,1,True,0.28
C384,58,5G Wireless,5G Max,119.89,2025-04-16,On Time,1,3,0.0,7,True,2,True,0.5
C385,33,Internet,Gigabit Fiber,38.15,2025-04-20,On Time,5,2,127.2,10,True,1,False,0.16
C386,37,Sling TV,Blue,115.38,2025-04-10,Late,1,4,140.9,1,True,0,False,0.21
C387,17,Sling TV,Orange,63.25,2025-04-30,On Time,4,3,58.2,8,True,0,True,0.46
C388,46,5G Wireless,5G Basic,117.16,2025-04-11,Late,5,3,0.0,10,True,3,False,0.28
C389,42,5G Wireless,5G Max,110.84,2025-04-29,On Time,3,2,0.0,9,False,2,False,0.19
C390,57,Internet,Home 500 Mbps,84.38,2025-04-15,Late,3,2,34.5,9,False,1,True,0.11
C391,24,Sling TV,Blue,84.18,2025-04-05,On Time,1,4,121.7,2,False,0,False,0.42
C392,38,Internet,Home 100 Mbps,44.51,2025-04-05,On Time,1,1,19.2,10,True,1,True,0.64
C393,11,Sling TV,Orange,53.24,2025-04-26,On Time,3,5,145.4,1,False,0,True,0.31
C394,39,Sling TV,Blue + Sports,119.35,2025-04-04,On Time,1,4,90.1,10,True,0,False,0.41
C395,60,Sling TV,Orange + Sports,70.81,2025-04-13,On Time,3,4,19.8,1,True,0,False,0.2
C396,12,Sling TV,Orange,72.83,2025-04-12,On Time,4,5,112.9,2,False,0,True,0.14
C397,42,Satellite TV,America's Everything Pack,68.83,2025-04-18,On Time,0,5,0.0,7,True,0,False,0.1
C398,38,Internet,Home 500 Mbps,102.42,2025-04-02,Late,5,5,14.7,3,False,3,True,0.37
C399,39,Satellite TV,America's Top 120,108.91,2025-04-18,On Time,0,1,0.0,10,True,0,True,0.51
C400,14,Internet,Gigabit Fiber,91.9,2025-04-21,On Time,0,2,63.9,10,False,2,False,0.24
C401,18,5G Wireless,5G Max,119.26,2025-04-19,Late,3,5,0.0,9,False,1,False,0.41
C402,20,Internet,Home 500 Mbps,81.99,2025-04-07,Late,5,2,128.2,2,True,3,True,0.26
C403,33,Satellite TV,America's Top 200,66.05,2025-04-21,Late,4,1,0.0,3,False,0,True,0.38
C404,31,Satellite TV,America's Top 200,113.33,2025-04-18,On Time,2,2,0.0,6,True,0,True,0.23
C405,40,Internet,Home 500 Mbps,89.06,2025-04-22,Late,4,1,141.9,3,False,3,True,0.05
C406,13,Sling TV,Orange + Sports,33.02,2025-04-12,On Time,5,2,92.3,1,False,0,True,0.16
C407,6,Satellite TV,America's Top 200,119.71,2025-04-07,On Time,5,4,0.0,7,True,0,True,0.19
C408,36,Satellite TV,America's Top 200,55.6,2025-04-05,On Time,4,3,0.0,6,False,0,True,0.26
C409,60,Sling TV,Blue + Sports,66.36,2025-05-01,On Time,3,5,16.0,2,False,0,False,0.36
C410,17,Satellite TV,America's Everything Pack,108.85,2025-04-05,Late,2,4,0.0,7,False,0,True,0.08
C411,44,5G Wireless,5G Unlimited,71.46,2025-04-13,Late,3,1,0.0,5,True,3,True,0.11
C412,27,Sling TV,Orange + Sports,115.99,2025-04-15,On Time,5,3,37.2,2,False,0,False,0.25
C413,60,Satellite TV,America's Everything Pack,46.06,2025-04-21,On Time,4,3,0.0,3,True,0,False,0.55
C414,48,Sling TV,Blue,51.79,2025-04-23,On Time,1,2,125.5,6,True,0,True,0.34
C415,44,Satellite TV,America's Top 200,116.02,2025-04-16,On Time,4,1,0.0,8,False,0,False,0.11
C416,56,Internet,Gigabit Fiber,54.73,2025-04-26,Missed,4,3,59.7,10,True,0,False,0.08
C417,3,Internet,Gigabit Fiber,75.22,2025-04-19,Late,1,4,146.5,9,False,2,True,0.22
C418,14,Satellite TV,America's Everything Pack,64.15,2025-04-28,On Time,4,3,0.0,3,False,0,True,0.24
C419,40,5G Wireless,5G Unlimited,60.88,2025-04-26,On Time,1,4,0.0,6,False,3,False,0.47
C420,37,Internet,Home 100 Mbps,41.8,2025-04-13,On Time,0,3,120.6,9,False,3,True,0.11
C421,31,Sling TV,Blue,102.51,2025-04-26,On Time,1,5,80.1,6,False,0,False,0.35
C422,55,5G Wireless,5G Max,81.11,2025-04-19,On Time,1,1,0.0,4,False,3,True,0.11
C423,22,Internet,Gigabit Fiber,53.38,2025-04-20,On Time,2,3,3.0,2,False,1,True,0.52
C424,21,5G Wireless,5G Unlimited,90.59,2025-04-16,Late,3,1,0.0,7,False,3,True,0.46
C425,27,Sling TV,Orange + Sports,86.81,2025-04-13,On Time,0,1,24.3,4,False,0,False,0.45
C426,18,5G Wireless,5G Max,84.48,2025-04-19,On Time,3,3,0.0,10,False,3,True,0.45
C427,9,Sling TV,Orange,95.5,2025-04-10,On Time,5,1,31.6,7,True,0,True,0.21
C428,36,Satellite TV,America's Top 120,34.84,2025-04-07,On Time,0,1,0.0,5,True,0,True,0.55
C429,15,Internet,Home 500 Mbps,52.27,2025-04-22,On Time,1,2,79.0,3,True,0,False,0.24
C430,30,5G Wireless,5G Unlimited,117.75,2025-04-14,Missed,4,4,0.0,3,True,3,False,0.35
C431,31,5G Wireless,5G Unlimited,78.57,2025-04-06,On Time,2,3,0.0,7,False,1,False,0.56
C432,34,Satellite TV,America's Top 200,103.38,2025-04-04,On Time,2,4,0.0,9,True,0,False,0.07
C433,1,Internet,Home 500 Mbps,98.93,2025-04-06,On Time,1,1,82.2,4,False,3,False,0.48
C434,46,Sling TV,Blue,96.34,2025-04-19,Late,1,3,11.9,4,False,0,False,0.36
C435,13,5G Wireless,5G Unlimited,106.81,2025-04-26,On Time,0,4,0.0,10,False,2,False,0.4
C436,2,Sling TV,Orange + Sports,43.69,2025-04-14,On Time,0,3,40.4,8,True,0,True,0.14
C437,1,Satellite TV,America's Top 200,74.42,2025-04-21,On Time,3,3,0.0,8,True,0,False,0.15
C438,4,Satellite TV,America's Top 200,53.99,2025-04-19,On Time,3,2,0.0,4,False,0,False,0.27
C439,50,Satellite TV,America's Top 200,94.32,2025-04-19,Late,3,2,0.0,1,True,0,False,0.27
C440,43,Satellite TV,America's Everything Pack,118.39,2025-04-16,On Time,2,3,0.0,3,True,0,True,0.2
C441,41,5G Wireless,5G Unlimited,56.89,2025-04-20,Late,5,2,0.0,2,True,3,False,0.52
C442,51,Satellite TV,America's Top 200,54.85,2025-04-28,On Time,1,1,0.0,1,False,0,True,0.01
C443,16,5G Wireless,5G Basic,44.19,2025-04-29,On Time,2,1,0.0,1,False,1,True,0.23
C444,15,Sling TV,Blue + Sports,58.51,2025-04-14,Late,2,4,110.0,1,False,0,False,0.09
C445,58,Sling TV,Orange + Sports,33.55,2025-04-09,On Time,2,5,104.6,4,True,0,False,0.54
C446,30,5G Wireless,5G Max,54.78,2025-04-05,On Time,4,2,0.0,2,True,3,False,0.34
C447,24,5G Wireless,5G Max,70.87,2025-04-07,On Time,3,2,0.0,1,False,1,False,0.22
C448,35,Satellite TV,America's Everything Pack,103.71,2025-04-25,On Time,3,5,0.0,3,False,0,False,0.12
C449,21,Internet,Gigabit Fiber,39.94,2025-04-15,On Time,0,2,26.8,1,True,0,False,0.33
C450,3,Sling TV,Orange,81.39,2025-04-05,On Time,3,5,93.6,10,False,0,True,0.1
C451,39,5G Wireless,5G Basic,94.61,2025-05-01,Missed,1,4,0.0,2,False,0,False,0.34
C452,51,Internet,Home 500 Mbps,93.76,2025-04-05,On Time,4,1,110.1,5,True,1,True,0.58
C453,15,Satellite TV,America's Everything Pack,77.85,2025-04-25,On Time,5,2,0.0,10,True,0,False,0.55
C454,37,Satellite TV,America's Everything Pack,62.22,2025-04-17,Late,3,1,0.0,3,True,0,False,0.14
C455,11,5G Wireless,5G Max,78.05,2025-04-12,On Time,2,3,0.0,9,False,2,False,0.54
C456,21,Internet,Gigabit Fiber,84.76,2025-04-13,On Time,3,5,138.9,5,False,3,False,0.05
C457,47,Internet,Home 100 Mbps,33.12,2025-04-22,On Time,4,2,149.0,5,True,2,True,0.23
C458,2,Sling TV,Orange + Sports,99.44,2025-04-01,On Time,2,5,76.7,10,True,0,True,0.15
C459,23,Satellite TV,America's Top 120,44.05,2025-04-23,On Time,4,2,0.0,4,False,0,False,0.04
C460,26,Satellite TV,America's Everything Pack,81.22,2025-04-25,Late,5,3,0.0,8,True,0,False,0.42
C461,42,Satellite TV,America's Everything Pack,57.04,2025-04-08,Late,3,1,0.0,1,False,0,False,0.47
C462,60,Internet,Home 500 Mbps,108.1,2025-04-04,Late,5,5,139.3,7,True,2,True,0.46
C463,37,5G Wireless,5G Max,43.46,2025-04-15,On Time,1,1,0.0,7,False,0,True,0.29
C464,51,Internet,Home 500 Mbps,65.49,2025-04-27,On Time,3,5,111.8,9,False,2,True,0.33
C465,28,Internet,Gigabit Fiber,99.64,2025-04-27,Late,3,5,29.7,7,True,1,True,0.61
C466,50,Satellite TV,America's Top 120,68.71,2025-04-10,Missed,0,1,0.0,7,False,0,False,0.23
C467,21,5G Wireless,5G Basic,61.01,2025-04-11,On Time,2,2,0.0,6,False,1,False,0.33
C468,13,Satellite TV,America's Top 200,91.68,2025-04-27,Late,0,1,0.0,1,True,0,True,0.19
C469,22,5G Wireless,5G Basic,92.44,2025-04-28,On Time,3,1,0.0,6,True,1,True,0.48
C470,31,5G Wireless,5G Max,86.07,2025-04-27,On Time,5,1,0.0,7,True,2,True,0.46
C471,13,Satellite TV,America's Top 120,101.03,2025-04-12,On Time,3,1,0.0,2,False,0,False,0.34
C472,2,5G Wireless,5G Basic,56.32,2025-04-03,On Time,1,4,0.0,9,True,2,False,0.29
C473,13,Satellite TV,America's Top 200,75.06,2025-04-17,On Time,5,1,0.0,1,True,0,False,0.3
C474,26,5G Wireless,5G Unlimited,97.0,2025-05-01,On Time,2,3,0.0,5,True,2,True,0.33
C475,57,5G Wireless,5G Unlimited,120.0,2025-05-01,Missed,2,2,0.0,3,False,3,True,0.07
C476,25,Satellite TV,America's Everything Pack,76.86,2025-04-10,On Time,5,2,0.0,7,True,0,True,0.33
C477,59,Internet,Home 500 Mbps,84.48,2025-04-17,On Time,1,2,87.2,4,True,2,True,0.57
C478,42,Internet,Home 100 Mbps,113.97,2025-04-02,On Time,0,5,79.9,2,True,2,True,0.17
C479,57,Satellite TV,America's Top 120,117.56,2025-04-01,On Time,3,3,0.0,3,True,0,True,0.32
C480,2,Sling TV,Blue,98.62,2025-04-12,On Time,4,5,91.9,10,True,0,True,0.26
C481,6,Satellite TV,America's Top 120,91.93,2025-04-16,On Time,4,4,0.0,6,True,0,False,0.21
C482,9,Internet,Home 500 Mbps,44.74,2025-04-24,On Time,0,3,142.5,4,True,1,True,0.45
C483,56,Sling TV,Blue + Sports,85.54,2025-04-09,On Time,3,2,64.1,1,False,0,False,0.19
C484,48,Internet,Gigabit Fiber,81.47,2025-04-14,On Time,5,1,78.1,8,False,0,True,0.42
C485,3,Internet,Gigabit Fiber,80.19,2025-04-15,Late,0,2,43.7,7,False,2,False,0.31
C486,19,Sling TV,Blue + Sports,85.18,2025-04-30,On Time,1,4,124.5,8,True,0,True,0.09
C487,26,Sling TV,Blue,67.22,2025-04-17,On Time,3,5,134.5,4,False,0,True,0.18
C488,45,5G Wireless,5G Unlimited,88.37,2025-04-09,Late,5,1,0.0,2,True,3,False,0.29
C489,46,Satellite TV,America's Everything Pack,64.57,2025-04-06,Missed,4,2,0.0,7,False,0,True,0.19
C490,37,Sling TV,Orange + Sports,108.42,2025-04-04,On Time,1,2,115.4,1,False,0,False,0.25
C491,50,5G Wireless,5G Max,116.49,2025-04-22,On Time,0,2,0.0,4,True,2,True,0.26
C492,55,Internet,Home 500 Mbps,74.88,2025-04-06,On Time,3,2,32.5,8,False,3,False,0.19
C493,39,Satellite TV,America's Everything Pack,30.59,2025-04-03,On Time,4,5,0.0,4,True,0,True,0.12
C494,42,Sling TV,Orange,61.41,2025-04-27,Late,5,5,125.7,5,False,0,True,0.36
C495,27,Satellite TV,America's Top 200,119.44,2025-04-26,On Time,4,5,0.0,10,True,0,False,0.01
C496,6,5G Wireless,5G Basic,99.17,2025-04-21,On Time,3,1,0.0,7,True,2,False,0.23
C497,45,Sling TV,Orange,107.35,2025-04-21,On Time,4,2,104.4,10,True,0,True,0.37
C498,47,Satellite TV,America's Top 120,91.98,2025-04-02,Late,5,3,0.0,7,False,0,False,0.47
C499,40,5G Wireless,5G Basic,80.64,2025-04-15,Late,3,4,0.0,3,True,2,True,0.23
C500,2,Satellite TV,America's Top 200,71.84,2025-04-06,On Time,1,5,0.0,7,False,0,True,0.6
